287502,1440697,30
287581,1833620,30
288205,300787,30
288914,302957,30
288925,332484,30
288925,402813,30
288925,535928,30
289992,294929,30
291176,443501,30
291543,298960,30
292401,1823973,30
292521,321982,30
293764,327142,30
295247,322215,30
296460,321982,30
296460,341235,30
296814,330874,30
296814,1045041,30
296814,1857589,30
299614,1045041,30
299730,633171,30
299750,420190,30
300139,305595,30
301024,483551,30
306771,420633,30
309575,321963,30
309645,380716,30
310384,314481,30
310508,312402,30
310508,461052,30
310541,328265,30
310541,405598,30
311941,639540,30
312962,327142,30
312962,543182,30
313210,320027,30
314481,392071,30
315006,464145,30
315546,361730,30
317955,320632,30
320632,337087,30
321107,325239,30
323520,356431,30
323649,4708539,30
327142,328664,30
328664,402813,30
329236,418280,30
329538,395034,30
330874,381205,30
341235,513693,30
341825,410647,30
342260,358975,30
342260,418280,30
342260,496160,30
344004,1834901,30
348357,381870,30
349686,484958,30
349686,513437,30
349686,560468,30
354461,496418,30
356402,361857,30
360746,603205,30
366256,399738,30
380716,541828,30
381205,483551,30
381431,694422,30
390379,1052267,30
395034,456061,30
396192,2825600,30
399738,622397,30
405007,531887,30
410647,4863665,30
414823,420190,30
427194,797962,30
427693,461914,30
486465,491688,30
489770,669832,30
490650,585558,30
490759,2172944,30
491688,547177,30
491688,870639,30
491688,1114882,30
491688,1299346,30
501964,508912,30
527637,552818,30
535928,541828,30
535928,1766969,30
610687,5690566,30
798401,1020729,30
1372767,2462569,30
1439566,1841570,30
1445747,1737487,30
1449104,5266635,30
1608297,1816689,30
1675900,1759923,30
1769887,5465008,30
1844264,2723994,30
2792991,5440893,30
2797661,2834114,30
2831137,2835715,30
3469925,4532499,30
3529915,4870102,30
3529915,5326752,30
4130162,5093843,30
4863665,4877006,30
4863665,4998446,30
4863665,5296047,30
4945115,5089217,30
5266635,5326752,30
6772189,6774783,30
6332,69472,29
10246,323365,29
10918,13351,29
10918,199784,29
10918,1535114,29
11559,302957,29
11559,323277,29
11559,560468,29
15140,186259,29
15140,199784,29
15140,356431,29
15140,489770,29
15270,108567,29
15270,332402,29
15433,86028,29
15433,296299,29
15433,300412,29
24399,113535,29
24399,847694,29
24399,952624,29
26408,852669,29
27296,1024141,29
29378,302927,29
31646,41962,29
40119,1705081,29
41962,714353,29
54334,315615,29
54663,149912,29
61967,461914,29
63383,149912,29
81344,852669,29
96827,148523,29
113286,190180,29
142088,319447,29
149912,1028894,29
161246,714353,29
176717,329236,29
186259,196231,29
190992,217478,29
190992,231473,29
191767,232488,29
199784,321963,29
199784,489770,29
199784,4566780,29
204815,404238,29
209957,230247,29
210719,232488,29
217478,488784,29
231473,488784,29
248721,479854,29
272078,296814,29
277636,302927,29
277821,1431188,29
278110,293422,29
278110,321982,29
278110,473508,29
278305,343433,29
278341,332128,29
278631,285671,29
281416,315670,29
282275,287502,29
282275,314724,29
283602,332484,29
284329,285144,29
